date,variant,period_return,ret_4w,icir_4w,vol_4w,ret_8w,icir_8w,vol_8w,ret_12w,icir_12w,vol_12w
2025-11-21,A,-0.011714660488099549,0.0011132163035667553,0.028189837005034336,0.009872496809470284,-0.03349715007610998,-0.4275559969433105,0.009793205543714828,-0.034275388107334215,-0.347223463621061,0.00822606373570142
2025-11-28,A,-0.026839029549298288,-0.00926965367386956,-0.20642035479466805,0.011226671036257952,-0.04012917366507873,-0.4961806613923138,0.010109516751538082,-0.04522294397399451,-0.44104446474228015,0.008544668317516858
2025-12-05,A,-0.17790056913541363,-0.023981103431402806,-0.3879815435806764,0.015452476946507254,-0.06593692467965195,-0.6744505942360294,0.01222048828393811,-0.07149273915536103,-0.5636579086386722,0.010569759018081836
2025-12-12,A,-0.10651338819525702,-0.2009477898412212,-0.66758034877486,0.07525228618922034,-0.2230924535722375,-0.48239023729470504,0.05780912327936075,-0.2488547146688791,-0.4273797669286585,0.048523338009435965
2025-12-19,A,0.06080764062041255,-0.3229676473680685,-1.2112486635642794,0.06666006268640333,-0.32185443106450173,-0.6432698246033092,0.06254265682036743,-0.35646479744417847,-0.5566784358013808,0.05336186544436861
2025-12-26,A,0.05934108961466622,-0.2504453462595564,-0.7029780763526603,0.08906584525330077,-0.25971499993342595,-0.46197853339851935,0.07027247511449478,-0.2905745199246351,-0.41228364689454866,0.05873272808525042
2025-12-31,A,-0.008049764951709282,-0.16426522709559188,-0.39394573003297173,0.10424356362603773,-0.1882463305269947,-0.3073821748159001,0.07655223120848695,-0.23020215177524384,-0.30479874302536386,0.06293829317511532
2026-01-09,A,0.004951386083985154,0.00558557708811247,0.02046614969224915,0.0682294565917767,-0.19536221275310872,-0.3199490873452835,0.07632550790115132,-0.21750687648412503,-0.2876627086398011,0.06300981147695378
2026-01-16,A,0.027664045089098366,0.11705035136735464,0.9391956591728152,0.03115707313597607,-0.20591729600071385,-0.33996497552361454,0.0757126876392045,-0.2048040796971471,-0.26970052877528766,0.0632813243597643
2026-01-23,A,0.07792684871074096,0.08390675583604046,0.8202701715850705,0.025572902301780963,-0.16653859042351593,-0.2678571503445245,0.07771800669186443,-0.1758082440973855,-0.22756556974995742,0.06438006867301242
2026-01-30,A,0.02447933868856289,0.1024925149321152,0.7814045934518732,0.03279111608473918,-0.061772712163476684,-0.09174921996081137,0.08415972390536607,-0.08575381559487949,-0.10312259486478946,0.06929762879748187
2026-02-06,A,0.022109697434451014,0.13502161857238737,1.2527939371206074,0.026944099618393336,0.14060719566049984,0.3234670943247286,0.05433597347592344,-0.06034059418072135,-0.07199726259017389,0.06984130600931646
2026-02-13,A,-0.015339047960621688,0.15217992992285323,1.6462567681946432,0.023109993055600367,0.2692302812902079,1.2114615583829804,0.027779490755113982,-0.053737366077860615,-0.06394866657083663,0.07002669609789694
2026-02-27,A,0.01852106178531776,0.10917683687313318,0.8214534491302562,0.033226726660143716,0.19308359270917363,0.8094896778276088,0.029815635393175027,-0.057361753550382755,-0.0682243898280642,0.07006506238084732
2026-03-06,A,0.017655801729953957,0.04977104994770998,0.7690454353107693,0.016179489423663772,0.15226356487982518,0.7133162930510373,0.026682336847472447,-0.012001662215766706,-0.01428839223453557,0.06999657495146215
2026-03-13,A,0.04554136644510942,0.042947512989101044,0.7088322539386703,0.015147276647775454,0.17796913156148841,0.900590480011291,0.02470172840924006,0.18355470864960088,0.33741444096975703,0.04533364273573311
2026-03-20,A,-0.01639398673675896,0.06637918199975945,0.76904637297226,0.021578406820648835,0.21855911192261268,1.1017541271381819,0.024796720354740388,0.3356094632899673,1.0320553408421442,0.027098794189992614
2026-03-27,A,-0.10188239739949245,0.06532424322362218,0.7433349428053194,0.02196998938899967,0.17450108009675536,0.760158005122576,0.02869486983640607,0.2584078359327958,0.7775082703470346,0.02769615083080912
2026-04-03,A,0.12993489030550553,-0.05507921596118803,-0.24855789444441687,0.055398779512015245,-0.005308166013478055,-0.015480295561413107,0.042862279279646254,0.09718434891863714,0.1943326475013649,0.04167439618277665
2026-04-10,A,0.003548044220448965,0.057199872614363545,0.16856209251356438,0.08483501800643672,0.10014738560346459,0.20534746046668848,0.06096215249987869,0.23516900417585196,0.3690532433961242,0.05310186908076944
2026-04-17,A,-0.03716680870059952,0.015206550389703088,0.04586061565433789,0.08289547672189133,0.08158573238946254,0.16744146891029035,0.060906157925231096,0.23376566231231577,0.3666185698682033,0.053135529567863236
2026-04-24,A,-0.0014207300018376223,-0.005566271574137471,-0.016442857353722615,0.08463053978993018,0.05975797164948471,0.11959592148071309,0.06245820395631313,0.16893480852261789,0.25465922984165734,0.055281329166712516
2026-04-30,A,-0.01302504839519869,0.09489539582351736,0.3747818832570908,0.06330041556359166,0.039816179862329326,0.07980438946570845,0.062365272337930336,0.0895872298100393,0.1438729840808812,0.051890231733658886
2026-05-08,A,-0.1450657146402704,-0.04806454287718687,-0.7645372317644434,0.015716874496177487,0.009135329737176678,0.018296710186014607,0.06241101299292194,0.05208284272627772,0.08362559769886993,0.051900817611915596
2026-05-15,A,0.07557198943017007,-0.19667830173790624,-0.8649394917250739,0.05684741638563706,-0.18147175134820315,-0.29906589071847534,0.0758494018292406,-0.1150925693484437,-0.14569601140655672,0.06582916960533909
2026-05-22,A,0.032533944608993615,-0.08393950360713665,-0.2645662880519457,0.07931802670816446,-0.08950577518127412,-0.1354500997969087,0.08260032229163855,-0.024181531957651936,-0.028853189098442485,0.0698407256217802
2026-05-29,A,0.0276043034890332,-0.04998482899630541,-0.15109868281159922,0.08270229108917865,0.04491056682721195,0.07402464531844827,0.07583718678085215,-0.010168649133976082,-0.012055584587806594,0.07029003211411373
2026-06-05,A,0.03728293770050528,-0.009355477112073518,-0.02768243473273029,0.08448929079395681,-0.057420019989260385,-0.11774085047158686,0.060960172021091504,-0.00022014737489683966,-0.0002599945859636266,0.07056152537462146
2026-06-12,A,0.011858709809692725,0.17299317522870217,2.2794339110248285,0.018973260684593048,-0.02368512650920407,-0.04722045905127343,0.06269826412394157,-0.00847857611950098,-0.01007154312637948,0.07015290517972543
2026-06-18,A,-0.002387929039066372,0.10927989560822482,2.857725079536622,0.00956004274088049,0.025340392001088174,0.051556266358880366,0.06143868095658606,0.019774120426950703,0.023520141681651487,0.0700609456871628
2026-06-26,A,-0.014580641225619861,0.07435802196016483,1.228383934573083,0.015133302355099486,0.024373192963859425,0.049580495078394696,0.06144854172321572,0.11926858878737678,0.1581829091618656,0.06283263544890486
2026-07-03,A,0.03807789518434501,0.03217307724551177,0.41672075587415,0.019301340761166734,0.022817600133438254,0.04637608220454364,0.061501530122791206,-0.025246942743748613,-0.04084617803465247,0.051508170324467056
2026-07-10,A,-0.023445106549190076,0.0329680347293515,0.4204436754841305,0.01960312204208425,0.20596120995805367,0.9883769293381789,0.026047907919092936,0.009282908220147434,0.014680420841882287,0.05269438072274638
2026-07-17,A,-0.010529393053729796,-0.002335781629531297,-0.024806482984834104,0.023540032165778196,0.10694411397869352,0.5876853948463895,0.02274688866622396,0.023004610371556877,0.03686423009352914,0.052003008320873914
2026-07-24,A,-0.010573094177194098,-0.010477245644194721,-0.10933701402483334,0.023956310078614047,0.06388077631597011,0.35223689915116246,0.022669677875143512,0.013895947319664703,0.022221050833134446,0.05211254943197097
2026-07-31,A,-0.007079538592573487,-0.006469698595768958,-0.0687831059462796,0.023514853345027294,0.025703378649742814,0.14572952861412736,0.022047160666560914,0.016347901537669296,0.026167702420186106,0.05206131995326394
2026-08-07,A,,-0.051627132372687456,-2.0660036171936027,0.006247221924375936,-0.018659097643335953,-0.12968258984064077,0.017985353379224817,0.15433407758536621,0.455471255352483,0.028237068708453984
2025-06-06,B,0.006618751761359842,,,,,,,,,
2025-06-13,B,0.0008672721443034881,,,,,,,,,
2025-06-20,B,-0.01339073464266527,0.00748602390566333,1.3015822717102365,0.002875739808528177,,,,,,
2025-06-27,B,-0.006098880313138877,-0.005904710737001939,-0.2339991129580195,0.00841130074149935,,,,,,
2025-07-04,B,-0.0020825155516180915,-0.012003591050140816,-0.40007827200373575,0.007500776654292246,-0.012003591050140816,-0.40007827200373575,0.007500776654292246,,,
2025-07-11,B,-0.17041943618944522,-0.02070485836311875,-0.9677942271927177,0.005348466074027267,-0.014086106601758908,-0.4192949737618948,0.006718948465028818,,,
2025-07-18,B,0.0931480302593648,-0.19199156669686746,-0.6779721862899155,0.07079625483882598,-0.18450554279120412,-0.48996022733293154,0.06276208166104581,-0.18450554279120412,-0.48996022733293154,0.06276208166104581
